time, rssi
3,-48
4,-47
9,-48
10,-46
12,-46
16,-47
21,-47
22,-46
27,-47
28,-47
30,-48
31,-48
36,-47
40,-48
43,-46
45,-47
46,-47
51,-48
52,-47
54,-47
57,-48
58,-48
