time, rssi
1,-52
3,-53
4,-54
7,-52
9,-55
10,-54
12,-54
13,-52
15,-52
18,-53
24,-52
25,-52
27,-52
31,-56
39,-56
40,-56
43,-55
49,-53
57,-56
58,-56
60,-55
