time, rssi
2,-78
5,-81
9,-70
11,-78
14,-82
15,-71
17,-71
27,-79
29,-70
30,-78
32,-77
33,-78
41,-71
42,-78
44,-81
45,-81
47,-71
53,-81
54,-71
56,-80
