time, rssi
2,-72
4,-72
7,-65
8,-62
10,-64
14,-74
19,-64
20,-64
24,-74
26,-74
30,-63
32,-65
39,-64
40,-64
42,-64
43,-64
45,-64
51,-64
55,-75
57,-64
60,-67
