time, rssi
1,-57
2,-54
7,-52
14,-53
16,-51
17,-52
20,-57
22,-54
23,-54
26,-51
28,-51
34,-54
37,-52
40,-57
42,-57
43,-54
46,-54
49,-52
54,-54
55,-52
60,-58
