time, rssi
1,-66
3,-66
6,-65
10,-67
12,-67
16,-66
18,-66
21,-66
22,-66
27,-70
28,-70
30,-67
33,-66
36,-70
46,-66
48,-70
54,-67
55,-66
57,-66
