time, rssi
7,-58
10,-57
12,-56
18,-59
19,-58
21,-59
24,-59
27,-55
33,-58
34,-58
39,-55
42,-57
45,-58
46,-58
49,-57
52,-55
54,-55
57,-59
58,-57
