count, hci0, hci1, hci2, flg
0,0,0,0
1,0,0,-66
2,0,0,-66
3,0,0,-66
4,0,0,-66
5,0,0,-65.6667
6,0,0,-65.6667
7,-58,-56,-65.6667
8,-58,-56,-65.6667
9,-58,-56,-65.6667
10,-57.5,-53,-66
11,-57,-52,-66.2
12,-57,-52,-66.2
13,-57,-51.5,-66.2
14,-57,-51.5,-66.2
15,-57,-51.5,-66.2
16,-57,-51.5,-66.1667
17,-57.5,-51.5,-66.1429
18,-57.5,-51.5,-66.1429
19,-57.6,-52.4,-66.1429
20,-57.8333,-52.4,-66.125
21,-57.8333,-52.4,-66.125
22,-57.8333,-52.4,-66.1111
23,-58,-53.1667,-66.1111
24,-58,-53.1667,-66.1111
25,-58,-53.1667,-66.1111
26,-57.625,-53.1667,-66.5
27,-57.625,-53.1667,-66.5
28,-57.625,-53.7143,-66.8182
29,-57.625,-53.7143,-66.8333
30,-57.625,-53.7143,-66.8333
31,-57.625,-54,-66.8333
32,-57.6667,-54,-66.7692
33,-57.6667,-54,-66.7692
34,-57.7,-54.2222,-66.7692
35,-57.7,-54.4,-67
36,-57.7,-54.4,-67
37,-57.7,-54,-67
38,-57.4545,-53.75,-67
39,-57.4545,-53.75,-67
40,-57.4545,-53.75,-67
41,-57.4167,-53.5385,-67
42,-57.4167,-53.5385,-67
43,-57.4167,-53.5385,-67
44,-57.4615,-53.7143,-67
45,-57.4615,-53.7143,-67
46,-57.5,-53.9333,-66.9333
47,-57.5,-53.9333,-67.125
48,-57.5,-53.9333,-67.125
49,-57.4667,-54.125,-67.125
50,-57.4667,-53.8125,-67.125
51,-57.4667,-53.8125,-67.125
52,-57.3125,-53.875,-67.125
53,-57.125,-53.875,-67.1875,*
54,-57.125,-53.875,-67.1875,*
55,-57.125,-53.875,-67.1875,*
56,-57.25,-53.875,-67.25,*
57,-57.25,-53.875,-67.25,*
58,-57.3125,-53.875,-67.25,*
59,-57.3125,-53.875,-67.25,*
