time, rssi
4,-67
8,-59
10,-73
14,-61
16,-61
17,-61
22,-74
25,-60
26,-61
28,-76
29,-74
38,-67
40,-60
41,-75
43,-68
47,-61
49,-59
50,-74
52,-75
53,-74
55,-68
56,-59
58,-62
59,-74
