count, hci0, hci1, hci2, flg
0,0,0,-65
1,0,0,-65
2,0,0,-65
3,0,-67,-65.6667
4,0,-67,-65.6667
5,0,-67,-65.6667
6,-58,-67,-65.5
7,-58,-63,-65.5
8,-58,-63,-65.5
9,-58,-66.3333,-65.5
10,-63.5,-66.3333,-65.4
11,-63.5,-66.3333,-65.4
12,-61,-66.3333,-65.8333
13,-61,-65,-66.1429
14,-61,-65,-66.1429
15,-61,-64.2,-66.125
16,-63.5,-63.6667,-66.1111
17,-63.5,-63.6667,-66.1111
18,-63.5,-63.6667,-66.1111
19,-64.4,-63.6667,-66.1111
20,-64.4,-63.6667,-66.1111
21,-65,-65.1429,-66.1111
22,-63.7143,-65.1429,-66.1111
23,-63.7143,-65.1429,-66.1111
24,-63.7143,-64.5,-66.1
25,-63.7143,-64.1111,-66.1
26,-63.7143,-64.1111,-66.1
27,-64.25,-65.3,-66
28,-64.6667,-66.0909,-66
29,-64.6667,-66.0909,-66
30,-64.6667,-66.0909,-66.0833
31,-64.6667,-66.0909,-66.0833
32,-64.6667,-66.0909,-66.0833
33,-64.6667,-66.0909,-66.0833
34,-65.2,-66.0909,-66.0833
35,-65.2,-66.0909,-66.0833
36,-65.2,-66.0909,-66
37,-64.5455,-66.1667,-66.1429
38,-64.5455,-66.1667,-66.1429
39,-64.5455,-65.6923,-66.0667
40,-64.5455,-66.3571,-66
41,-64.5455,-66.3571,-66
42,-64.5455,-66.4667,-66
43,-64.8333,-66.4667,-66.1875
44,-64.8333,-66.4667,-66.1875
45,-64.8333,-66.4667,-66.375
46,-64.3077,-66.125,-66.25
47,-64.3077,-66.125,-66.25
48,-64.3077,-65.625,-66.25
49,-64.7857,-66.5625,-66.25
50,-64.7857,-66.5625,-66.25
51,-65,-66.6875,-66.25
52,-65,-67.5,-66.25
53,-65,-67.5,-66.25
54,-64.5625,-67.9375,-66.4375
55,-64.4375,-67.8125,-66.4375,*
56,-64.4375,-67.8125,-66.4375,*
57,-64.4375,-67.0625,-66.3125,*
58,-64.5,-67.9375,-66.3125,*
59,-64.5,-67.9375,-66.125,*
