time, rssi
1,-65
2,-65
4,-67
7,-65
11,-65
13,-68
14,-68
16,-66
17,-66
25,-66
28,-65
31,-67
37,-65
38,-68
40,-65
41,-65
44,-68
46,-68
47,-65
50,-65
55,-68
58,-66
59,-65
