time, rssi
1,-68
2,-64
5,-64
7,-66
10,-69
11,-64
14,-64
16,-64
17,-63
19,-69
25,-64
26,-64
29,-69
41,-65
43,-68
44,-64
47,-65
49,-68
50,-68
52,-64
55,-65
56,-64
59,-69
61,-67
