time, rssi
1,-59
2,-58
5,-53
8,-60
10,-60
11,-60
14,-61
16,-61
19,-53
20,-60
23,-61
26,-54
28,-60
29,-61
32,-52
34,-54
40,-61
43,-54
47,-60
49,-62
58,-61
60,-54
