time, rssi
1,-52
5,-62
8,-53
10,-53
13,-53
14,-52
16,-49
19,-62
22,-53
23,-49
26,-62
28,-53
29,-53
34,-62
35,-62
38,-53
40,-49
43,-62
47,-53
52,-49
54,-62
