time, rssi
4,-68
10,-60
15,-83
16,-80
19,-68
24,-82
27,-60
30,-68
31,-68
33,-85
34,-61
36,-68
42,-82
43,-86
45,-61
48,-61
49,-68
51,-68
54,-87
58,-68
61,-82
