time, rssi
1,-65
3,-64
4,-86
7,-65
9,-64
12,-64
13,-81
15,-65
27,-64
28,-65
30,-82
31,-82
34,-63
36,-83
37,-82
42,-65
43,-65
49,-64
51,-88
54,-65
61,-65
