time, rssi
1,-54
4,-52
5,-53
11,-55
16,-53
19,-54
20,-54
23,-53
26,-54
28,-53
29,-54
31,-55
32,-52
34,-52
35,-53
40,-52
41,-54
47,-55
50,-53
56,-55
58,-55
