time, rssi
4,-56
6,-58
7,-57
10,-61
13,-57
15,-57
16,-57
21,-60
24,-57
27,-57
28,-57
30,-61
33,-57
34,-57
36,-57
43,-57
46,-57
48,-60
52,-57
57,-57
58,-60
