time, rssi
0,-54
3,-54
4,-56
6,-53
7,-57
9,-60
12,-54
13,-57
19,-61
21,-54
24,-57
27,-60
28,-55
30,-56
31,-57
35,-60
45,-60
50,-54
51,-56
57,-54
