time, rssi
2,-62
3,-57
5,-57
6,-58
12,-61
15,-57
17,-58
23,-61
33,-57
38,-61
39,-57
42,-58
44,-61
45,-60
47,-57
48,-58
50,-58
51,-59
56,-61
57,-58
