time, rssi
3,-54
4,-54
10,-56
12,-56
13,-56
15,-56
16,-70
21,-55
22,-56
24,-56
25,-70
28,-56
36,-56
39,-56
40,-69
45,-56
46,-56
48,-56
49,-56
55,-56
58,-70
