time, rssi
1,-53
2,-53
7,-61
10,-53
14,-61
18,-54
19,-60
20,-60
22,-60
23,-61
26,-54
28,-54
30,-60
31,-61
33,-61
39,-62
42,-54
45,-60
46,-61
48,-62
55,-59
58,-53
60,-61
