time, rssi
2,-49
5,-62
7,-53
8,-52
10,-49
13,-62
14,-53
17,-49
22,-62
23,-53
27,-49
28,-49
31,-62
37,-49
40,-53
42,-53
43,-49
48,-53
52,-49
54,-49
55,-62
58,-49
