time, rssi
7,-79
9,-79
12,-78
19,-77
21,-80
22,-77
24,-78
25,-79
28,-78
30,-77
31,-78
33,-77
36,-78
37,-78
39,-78
45,-80
48,-79
52,-77
60,-78
