time, rssi
1,-59
2,-63
5,-62
10,-59
13,-63
15,-62
18,-62
22,-59
24,-59
25,-64
27,-62
28,-62
31,-59
33,-64
34,-64
36,-63
37,-59
39,-65
42,-63
45,-59
46,-65
48,-65
49,-63
51,-60
54,-59
55,-59
