time, rssi
5,-61
8,-59
9,-65
11,-65
17,-60
20,-64
21,-64
23,-60
27,-65
29,-61
35,-65
36,-61
38,-59
39,-59
41,-66
44,-60
46,-59
47,-66
55,-59
