time, rssi
3,-59
6,-55
9,-57
12,-60
13,-60
16,-55
18,-56
22,-60
25,-55
27,-56
28,-57
30,-60
31,-60
33,-56
34,-56
36,-58
37,-58
39,-57
40,-60
42,-60
45,-58
46,-58
48,-60
49,-60
51,-56
60,-58
