time, rssi
3,-57
12,-56
16,-55
18,-55
19,-55
21,-59
30,-59
34,-55
36,-59
37,-59
39,-56
43,-55
46,-59
48,-57
49,-56
51,-55
54,-59
55,-57
57,-57
58,-55
