time, rssi
4,-52
11,-54
14,-52
15,-52
17,-56
18,-53
20,-54
23,-52
24,-56
27,-54
30,-52
32,-52
36,-54
39,-54
41,-52
50,-52
53,-56
54,-56
57,-55
59,-53
60,-52
