time, rssi
4,-46
11,-48
14,-46
23,-47
26,-48
27,-46
29,-46
32,-47
35,-47
38,-48
41,-47
44,-47
45,-48
50,-47
51,-47
54,-48
57,-47
59,-47
60,-47
