time, rssi
3,-57
6,-59
7,-60
10,-56
12,-58
13,-56
15,-58
16,-58
24,-58
25,-60
27,-60
31,-56
33,-58
34,-58
42,-56
43,-58
48,-60
51,-56
52,-56
54,-58
55,-58
57,-58
58,-60
