time, rssi
4,-59
7,-57
9,-57
10,-55
12,-55
15,-59
16,-60
18,-59
22,-55
25,-60
30,-57
36,-60
39,-56
40,-57
43,-55
46,-59
48,-57
52,-55
57,-59
60,-57
