time, rssi
1,-82
3,-73
4,-68
5,-68
7,-68
9,-73
10,-77
19,-77
24,-67
27,-77
30,-77
34,-71
37,-77
42,-68
46,-77
52,-78
57,-80
58,-68
60,-68
