time, rssi
1,-67
3,-70
4,-68
5,-68
7,-68
13,-70
14,-72
21,-70
31,-72
33,-71
36,-66
42,-72
46,-66
48,-72
51,-71
55,-66
57,-71
60,-69
61,-72
