time, rssi
0,-69
1,-77
3,-77
9,-69
11,-70
14,-76
15,-76
16,-80
18,-80
21,-69
24,-76
30,-76
32,-77
33,-76
35,-76
36,-81
44,-77
48,-70
50,-70
53,-77
56,-79
59,-70
