time, rssi
1,-75
2,-74
4,-73
5,-73
10,-73
11,-72
13,-76
14,-73
17,-73
22,-73
25,-75
26,-72
29,-73
31,-76
34,-72
37,-76
38,-76
46,-74
48,-72
51,-72
52,-72
54,-72
58,-75
