time, rssi
8,-68
10,-65
13,-64
14,-68
17,-65
19,-65
20,-65
22,-65
23,-67
25,-65
28,-65
31,-67
32,-67
37,-65
38,-65
43,-67
46,-65
47,-65
50,-67
52,-68
53,-68
55,-66
56,-66
