time, rssi
4,-76
5,-67
8,-61
17,-61
19,-61
23,-67
28,-76
32,-61
35,-57
38,-75
40,-76
41,-66
44,-61
47,-67
49,-67
52,-61
55,-77
56,-77
58,-66
