time, rssi
0,-65
5,-64
6,-63
14,-66
15,-64
17,-67
18,-67
20,-64
21,-65
23,-65
24,-64
29,-65
33,-67
35,-67
36,-67
39,-65
41,-64
44,-68
45,-68
47,-67
53,-67
56,-68
58,-66
59,-66
