time, rssi
0,-54
2,-52
3,-52
5,-52
8,-57
9,-54
14,-57
15,-54
18,-54
23,-56
24,-54
27,-52
30,-58
33,-58
35,-54
41,-51
42,-52
47,-57
49,-57
51,-52
59,-54
