time, rssi
0,-65
2,-71
3,-71
5,-71
8,-63
9,-66
11,-70
14,-64
18,-66
20,-71
24,-65
36,-66
38,-70
41,-70
42,-69
48,-64
51,-66
53,-71
54,-72
59,-64
