count, hci0, hci1, hci2, flg
0,0,0,0
1,0,-60,-53
2,0,-60,-53
3,-49,-59.5,-53
4,-55.5,-59.5,-53
5,-55.5,-59.5,-53
6,-57.6667,-57.3333,-54
7,-57.6667,-57.3333,-54
8,-57.6667,-57.3333,-54
9,-56.5,-56.25,-54.5
10,-55,-57,-54.5
11,-55,-57,-54.5
12,-54,-57.6667,-54
13,-54,-57.6667,-53.6667
14,-54,-57.6667,-53.6667
15,-55.1429,-57,-54
16,-54.875,-57.25,-53.875
17,-54.875,-57.25,-53.875
18,-54.2222,-57.25,-53.875
19,-53.7,-57.5556,-53.875
20,-53.7,-57.5556,-53.875
21,-53.2727,-57.9,-53.875
22,-53.2727,-57.9,-53.6667
23,-53.2727,-57.9,-53.6667
24,-53.2727,-57.9,-53.6667
25,-54,-57.9,-53.6667
26,-54,-57.9,-53.6667
27,-54,-57.5455,-53.6667
28,-53.9231,-57.5455,-53.6667
29,-53.9231,-57.5455,-53.6667
30,-53.9231,-57.25,-53.6667
31,-53.5714,-57.4615,-53.6667
32,-53.5714,-57.4615,-53.6667
33,-53.5714,-57.6429,-53.6667
34,-53.5714,-57.6429,-53.5
35,-53.5714,-57.6429,-53.5
36,-53.5714,-57.6429,-53.5
37,-53.4667,-57.4,-53.7273
38,-53.4667,-57.4,-53.7273
39,-53.4375,-57.4,-53.75
40,-53.5,-57.6875,-53.75
41,-53.5,-57.6875,-53.75
42,-53.5,-57.8125,-53.75
43,-53.5,-57.8125,-53.75
44,-53.5,-57.8125,-53.75
45,-53.5,-57.8125,-53.75
46,-53.5,-57.8125,-53.75
47,-53.5,-57.8125,-53.75
48,-53.5,-57.5,-53.9231
49,-53.5,-57.5625,-54.1429
50,-53.5,-57.5625,-54.1429
51,-53.4375,-57.9375,-54.0667
52,-53.4375,-58.0625,-54
53,-53.4375,-58.0625,-54
54,-53.4375,-58.125,-54
55,-53.4375,-58.125,-54
56,-53.4375,-58.125,-54
57,-54.3125,-58.6875,-54
58,-53.75,-58.375,-54
59,-53.75,-58.375,-54
