time, rssi
3,-49
5,-62
6,-62
9,-53
11,-49
12,-49
15,-62
17,-53
18,-49
20,-49
21,-49
26,-62
29,-53
32,-49
38,-52
39,-53
41,-50
44,-62
45,-62
47,-53
51,-48
57,-63
59,-53
