time, rssi
2,-60
3,-59
6,-53
9,-53
11,-60
12,-61
15,-53
17,-59
20,-60
21,-61
27,-54
30,-54
32,-60
33,-60
38,-54
41,-62
42,-62
48,-54
50,-54
51,-59
53,-62
54,-62
57,-62
59,-54
