time, rssi
0,-69
1,-69
3,-69
9,-66
10,-69
12,-67
15,-67
17,-66
20,-65
24,-69
32,-69
35,-66
36,-66
39,-66
41,-66
44,-69
45,-70
47,-67
51,-69
54,-70
56,-67
