time, rssi
0,-70
3,-69
4,-80
6,-80
10,-74
17,-73
18,-74
19,-74
21,-74
26,-75
29,-76
33,-67
35,-67
36,-77
41,-77
44,-75
48,-77
50,-75
51,-75
53,-75
54,-74
59,-81
60,-79
