time, rssi
0,-75
3,-78
7,-75
12,-77
17,-81
18,-81
26,-82
29,-79
30,-78
36,-76
39,-80
41,-80
42,-78
44,-77
50,-80
51,-78
54,-76
56,-77
57,-75
59,-75
60,-81
